gene_symbol	inheritance_class	LOEUF	missense	geneIds
LAMB3	Dom	0.738	-0.525	ENSG00000196878
LCAT	recessive	0.614	1.32	ENSG00000213398
LDB3	Dom	0.676	0.287	ENSG00000122367
LDHB	Dom	1.2	0.913	ENSG00000111716
LDLR	recessive	1.13	0.124	ENSG00000130164
LHCGR	Dom	0.887	0.163	ENSG00000138039
LHX3	Dom	0.742	0.333	ENSG00000107187
LMBR1	recessive	0.826	0.849	ENSG00000105983
LMBR1	Dom	0.826	0.849	ENSG00000105983
LMNA	recessive	0.209	2.37	ENSG00000160789
LRRC8A	Dom	0.347	3.38	ENSG00000136802
MASTL	Dom	0.947	0.505	ENSG00000120539
MATN3	recessive	1.25	0.771	ENSG00000132031
MEFV	Dom	1.13	-1.72	ENSG00000103313
MERTK	Dom	0.748	0.588	ENSG00000153208
MET	recessive	0.305	1.92	ENSG00000105976
MFN2	Dom	0.282	1.66	ENSG00000116688
MFN2	recessive	0.282	1.66	ENSG00000116688
MFRP	Dom	1.22	-1.47	ENSG00000235718
MLC1	Dom	1.16	0.203	ENSG00000100427
WNT10A	recessive	1.37	-0.449	ENSG00000135925
WNT10A	Dom	1.37	-0.449	ENSG00000135925
HOXA11	Dom	0.329	0.668	ENSG00000005073
TAP1	recessive	0.656	1.77	ENSG00000168394
TAPBP	recessive	1.18	0.764	ENSG00000231925
DOLK	Dom	0.899	0.977	ENSG00000175283
APC	recessive	0.161	0.168	ENSG00000134982
SOST	Dom	0.453	0.835	ENSG00000167941
MUTYH	Dom	1.19	-0.207	ENSG00000132781
MVK	recessive	0.545	0.941	ENSG00000110921
MVK	Dom	0.545	0.941	ENSG00000110921
MYH2	Dom	0.686	1.97	ENSG00000125414
MYH3	recessive	0.63	1.74	ENSG00000109063
MYH6	Dom	0.856	0.858	ENSG00000197616
MYH8	Dom	1.03	0.35	ENSG00000133020
MYOT	Dom	0.925	0.553	ENSG00000120729
NAGLU	Dom	0.903	0.988	ENSG00000108784
NDP	Dom	0.876	0.969	ENSG00000124479
NDRG1	recessive	0.58	0.651	ENSG00000104419
NDUFS3	recessive	1.03	-0.0153	ENSG00000213619
NEB	Dom	0.424	-0.0409	ENSG00000183091
NSMF	Dom	0.443	1.88	ENSG00000165802
NEUROD1	Dom	0.514	0.233	ENSG00000162992
NGF	recessive	0.528	0.903	ENSG00000134259
NHS	Dom	0.087	1.82	ENSG00000188158
NIPA1	Dom	1.04	1.94	ENSG00000170113
NLRP7	recessive	1.02	-0.51	ENSG00000167634
NPHS1	Dom	0.696	0.408	ENSG00000161270
NPHS2	Dom	1.18	0.686	ENSG00000116218
NPR2	Dom	0.495	2.96	ENSG00000159899
NRL	Dom	1.1	0.614	ENSG00000129535
NTRK1	Dom	0.658	1.03	ENSG00000198400
NYX	Dom	1.13	2.11	ENSG00000188937
OPA3	Dom	1.13	0.052	ENSG00000125741
OPN1LW	recessive	0.263	0.466	ENSG00000102076
OPN1LW	Dom	0.263	0.466	ENSG00000102076
OPN1MW	recessive	1.78	0.747	ENSG00000147380
OPN1MW	Dom	1.78	0.747	ENSG00000147380
OPN1SW	Dom	0.786	0.00803	ENSG00000128617
OPTN	Dom	1.26	0.622	ENSG00000123240
P2RY12	recessive	1.41	0.863	ENSG00000169313
PCK1	recessive	1.29	-0.043	ENSG00000124253
PCK2	recessive	1.39	-0.203	ENSG00000100889
PCSK9	recessive	1.34	0.272	ENSG00000169174
PDE6A	Dom	1.12	-0.426	ENSG00000132915
PDE6B	Dom	1.19	-0.798	ENSG00000133256
NME8	Dom	1.34	-0.376	ENSG00000086288
NUP62	Dom	0.317	0.00622	ENSG00000213024
GJA5	Dom	0.813	1.11	ENSG00000143140
GLI2	recessive	0.309	0.817	ENSG00000074047
STRA6	Dom	0.824	0.599	ENSG00000137868
REN	recessive	0.959	0.797	ENSG00000143839
REN	Dom	0.959	0.797	ENSG00000143839
AGTR1	recessive	1.35	0.435	ENSG00000144891
AMN	recessive	0.816	0.606	ENSG00000166126
HBA1	recessive	1.85	1.53	ENSG00000206172
RAX2	Dom	1.81	0.169	ENSG00000173976
XIAP	recessive	0.374	1.49	ENSG00000101966
CRTAP	Dom	0.857	-0.441	ENSG00000170275
CASP8	recessive	0.811	1.01	ENSG00000064012
BIN1	Dom	0.368	2.25	ENSG00000136717
NLRP1	Dom	0.836	1.49	ENSG00000091592
TAF1	recessive	0.043	5.49	ENSG00000147133
FBLN1	recessive	0.338	1.43	ENSG00000077942
MRPS22	Dom	0.892	0.131	ENSG00000175110
RNF135	Dom	1.44	0.0869	ENSG00000181481
LCA5	Dom	0.649	-0.621	ENSG00000135338
MAF	recessive	0.537	1.18	ENSG00000178573
TREH	Dom	1.02	0.443	ENSG00000118094
PNPLA6	recessive	0.641	4.35	ENSG00000032444
BMP15	Dom	1.28	0.0699	ENSG00000130385
SEMA4A	Dom	0.641	0.223	ENSG00000196189
SIM1	recessive	0.253	0.715	ENSG00000112246
SLC6A5	Dom	0.967	-0.0941	ENSG00000165970
TGFA	Dom	0.558	0.758	ENSG00000163235
TMPO	Dom	1.01	-0.608	ENSG00000120802
VCL	Dom	0.396	2.71	ENSG00000035403
NOP10	Dom	0.616	0.317	ENSG00000182117
LPAR6	Dom	1.27	0.114	ENSG00000139679
ACTN2	Dom	0.239	1.29	ENSG00000077522
SYNE1	Dom	0.423	-0.291	ENSG00000131018
PLCE1	Dom	0.461	1.38	ENSG00000138193
CLCF1	recessive	0.321	1.12	ENSG00000175505
TRPM7	Dom	0.558	2.23	ENSG00000092439
LIPH	Dom	1.21	0.74	ENSG00000163898
VSX2	Dom	1.04	0.561	ENSG00000119614
CLCNKA	recessive	1.12	-0.334	ENSG00000186510
DSG4	Dom	0.821	-1.02	ENSG00000175065
CNGB1	Dom	1.15	-0.828	ENSG00000070729
RBM28	recessive	0.815	0.179	ENSG00000106344
VKORC1	recessive	1.02	0.305	ENSG00000167397
CSF3R	Dom	0.766	1.2	ENSG00000119535
CTNND2	Dom	0.098	2.77	ENSG00000169862
ABCA1	Dom	0.486	1.75	ENSG00000165029
ABCA1	recessive	0.486	1.75	ENSG00000165029
TYMP	recessive	0.916	-0.0969	ENSG00000025708
EHHADH	Dom	0.972	-0.0259	ENSG00000113790
EPB42	Dom	0.773	0.939	ENSG00000166947
FHL2	Dom	1.13	0.899	ENSG00000115641
FTH1	Dom	0.777	0.865	ENSG00000167996
FUS	recessive	0.237	2.21	ENSG00000089280
GCM2	recessive	0.796	0.676	ENSG00000124827
GCM2	Dom	0.796	0.676	ENSG00000124827
GNRH1	Dom	1.05	0.164	ENSG00000147437
AMACR	recessive	0.747	0.557	ENSG00000242110
KCNJ13	Dom	0.859	1.93	ENSG00000115474
LRP6	Dom	0.318	2.75	ENSG00000070018
ASCL1	Dom	0.595	1.58	ENSG00000139352
NPM1	Dom	0.162	1.95	ENSG00000181163
PLAGL1	Dom	0.26	1.3	ENSG00000118495
PROM1	Dom	1.05	-0.613	ENSG00000007062
PSAT1	Dom	1.27	0.413	ENSG00000135069
AGTR2	recessive	1.31	-0.0723	ENSG00000180772
LIM2	Dom	1.28	-0.667	ENSG00000105370
RAX	Dom	0.859	0.189	ENSG00000134438
SCN4B	Dom	1.78	-0.182	ENSG00000177098
APOC3	Dom	1.76	-0.0576	ENSG00000110245
BFSP1	Dom	1.12	0.271	ENSG00000125864
CACNA2D4	Dom	1.01	0.752	ENSG00000151062
CR2	Dom	0.879	0.793	ENSG00000117322
ERBB3	Dom	0.685	1.39	ENSG00000065361
ERBB3	recessive	0.685	1.39	ENSG00000065361
MECOM	Dom	0.136	1.62	ENSG00000085276
GLE1	Dom	0.752	0.806	ENSG00000119392
KANK1	recessive	0.949	-4.81	ENSG00000107104
PITPNM3	Dom	0.206	2.01	ENSG00000091622
PNPO	recessive	1.44	0.781	ENSG00000108439
CSNK1D	Dom	0.231	2.7	ENSG00000141551
LAMTOR2	recessive	0.929	1.26	ENSG00000116586
SCP2	recessive	0.76	1.26	ENSG00000116171
ARHGEF9	recessive	0.151	3.04	ENSG00000131089
ITGA7	Dom	0.799	0.359	ENSG00000135424
UQCRB	recessive	1.08	0.185	ENSG00000156467
CRYM	Dom	0.756	0.984	ENSG00000103316
GDF1	recessive	0.917	1.69	ENSG00000130283
PER2	Dom	0.347	0.427	ENSG00000132326
PLEKHG5	recessive	0.565	1.49	ENSG00000171680
GRN	recessive	0.483	0.275	ENSG00000030582
HPGD	Dom	1.25	-0.119	ENSG00000164120
KYNU	recessive	1.35	-0.413	ENSG00000115919
RRM2B	recessive	0.699	1.21	ENSG00000048392
RRM2B	Dom	0.699	1.21	ENSG00000048392
SLC16A1	Dom	0.821	1.65	ENSG00000155380
DUOXA2	recessive	1.92	-1.05	ENSG00000140274
NR5A1	Dom	0.262	2.34	ENSG00000136931
ARHGEF6	recessive	0.136	1.35	ENSG00000129675
ZNF81	recessive	0.505	1.42	ENSG00000197779
PCDH19	Dom	0.126	2.59	ENSG00000165194
LRAT	Dom	1.32	-0.0206	ENSG00000121207
NDUFAF6	Dom	1.2	0.572	ENSG00000156170
DNAI2	Dom	0.982	0.423	ENSG00000171595
EYS	Dom	0.834	0.318	ENSG00000188107
LPIN1	Dom	0.727	0.869	ENSG00000134324
PRICKLE1	recessive	0.129	1.83	ENSG00000139174
G6PC3	recessive	1.03	0.696	ENSG00000141349
SLC2A9	recessive	1.14	-0.124	ENSG00000109667
CAV1	recessive	1.31	0.669	ENSG00000105974
CAV1	Dom	1.31	0.669	ENSG00000105974
DNAAF2	Dom	1.07	-0.252	ENSG00000165506
TCF3	Dom	0.498	-0.228	ENSG00000071564
FGF8	recessive	0.51	1.57	ENSG00000107831
H6PD	Dom	0.941	-1.13	ENSG00000049239
HSD11B1	Dom	0.662	0.959	ENSG00000117594
TSPYL1	recessive	1.32	0.425	ENSG00000189241
AFP	Dom	0.909	0.185	ENSG00000081051
SLC36A2	recessive	1.26	0.0784	ENSG00000186335
IDH3B	Dom	1.26	0.419	ENSG00000101365
RSPH9	Dom	1.63	0.237	ENSG00000172426
RSPH4A	Dom	0.939	0.319	ENSG00000111834
ADAMTSL4	Dom	1.09	0.08	ENSG00000143382
TAC3	Dom	1.19	0.69	ENSG00000166863
TACR3	Dom	1.74	0.577	ENSG00000169836
SPATA7	Dom	1.15	0.0409	ENSG00000042317
SPATA7	recessive	1.15	0.0409	ENSG00000042317
NTNG1	Dom	0.358	2.45	ENSG00000162631
KL	recessive	0.568	0.956	ENSG00000133116
BMP2	Dom	0.224	1.14	ENSG00000125845
SLC33A1	Dom	0.807	1.98	ENSG00000169359
SLC33A1	recessive	0.807	1.98	ENSG00000169359
EOMES	recessive	0.3	0.861	ENSG00000163508
SPATA16	recessive	1.06	0.201	ENSG00000144962
KRT13	Dom	0.838	-0.516	ENSG00000171401
CHN1	Dom	0.567	1.27	ENSG00000128656
FOXN1	Dom	0.349	0.657	ENSG00000109101
CEBPE	recessive	0.995	0.233	ENSG00000092067
NUP155	Dom	0.323	0.808	ENSG00000113569
WNT10B	Dom	0.916	1.05	ENSG00000169884
APOA2	Dom	1.72	0.313	ENSG00000158874
LTBP3	Dom	0.335	2.85	ENSG00000168056
MATR3	Dom	0.079	2.73	ENSG00000015479
MBTPS2	Dom	0.17	2.09	ENSG00000012174
VMA21	recessive	1.11	0.776	ENSG00000160131
LTBP2	Dom	0.383	0.189	ENSG00000119681
CDH15	Dom	1.11	-1.01	ENSG00000129910
KIRREL3	Dom	0.318	2.35	ENSG00000149571
AIP	Dom	0.518	0.93	ENSG00000110711
PAX4	Dom	0.894	-0.56	ENSG00000106331
EGF	Dom	0.74	0.938	ENSG00000138798
GUCA1B	Dom	1.24	0.224	ENSG00000112599
MYD88	recessive	0.655	1.11	ENSG00000172936
GHSR	Dom	1.01	0.19	ENSG00000121853
ORAI1	recessive	1.78	0.619	ENSG00000182500
STIM1	recessive	0.378	2.12	ENSG00000167323
COX4I2	recessive	1.34	-0.0669	ENSG00000131055
KITLG	Dom	0.419	0.811	ENSG00000049130
ADAM9	Dom	0.417	1.9	ENSG00000168615
IFRD1	Dom	0.674	1.26	ENSG00000006652
TUBB2B	recessive	0.222	5.12	ENSG00000137285
KLHL7	Dom	0.643	3.91	ENSG00000122550
KLHL7	recessive	0.643	3.91	ENSG00000122550
SAMHD1	Dom	0.938	1.55	ENSG00000101347
HGF	recessive	0.25	1.85	ENSG00000019991
NPPA	Dom	1.74	-0.266	ENSG00000175206
NHP2	Dom	1.08	0.0376	ENSG00000145912
SEC23B	Dom	0.978	0.473	ENSG00000101310
ZFP57	Dom	1.34	1.38	ENSG00000204644
PDE6C	Dom	0.866	1.14	ENSG00000095464
MMP9	Dom	1.21	0.415	ENSG00000100985
SYNE2	Dom	0.372	-1.45	ENSG00000054654
TRPM4	Dom	1.1	0.966	ENSG00000130529
CREB3L1	Dom	0.292	0.949	ENSG00000157613
EPHA2	Dom	0.555	1.56	ENSG00000142627
CSF2RA	recessive	1.12	-0.837	ENSG00000198223
PDYN	Dom	1.66	-0.527	ENSG00000101327
CNTN1	recessive	0.373	2.05	ENSG00000018236
PLEKHM1	recessive	0.467	1.18	ENSG00000225190
FTO	recessive	0.85	0.562	ENSG00000140718
PPIB	Dom	1.6	0.299	ENSG00000166794
DNAAF1	Dom	1	-1.99	ENSG00000154099
SCN3B	Dom	0.801	0.794	ENSG00000166257
IL31RA	Dom	1.03	0.824	ENSG00000164509
FREM1	Dom	1.12	-3.51	ENSG00000164946
DOCK8	Dom	0.477	-2.54	ENSG00000107099
CD59	recessive	1	-0.0451	ENSG00000085063
CD79A	Dom	0.502	1.13	ENSG00000105369
CD8A	recessive	1.5	0.237	ENSG00000153563
LMNB2	recessive	0.104	0.659	ENSG00000176619
PLAU	Dom	0.853	0.664	ENSG00000122861
USB1	Dom	0.999	0.192	ENSG00000103005
TRPM1	Dom	1.07	-0.131	ENSG00000134160
CLEC7A	Dom	1.88	0.119	ENSG00000172243
WDR72	recessive	1.07	-0.956	ENSG00000166415
NEXN	Dom	0.779	-0.208	ENSG00000162614
MYBPC1	Dom	0.46	1.02	ENSG00000196091
SERPINH1	Dom	0.746	0.0482	ENSG00000149257
BLK	Dom	1.17	-1.88	ENSG00000136573
HSPB3	Dom	1.85	0.036	ENSG00000169271
SLC34A1	Dom	1.83	-0.475	ENSG00000131183
SLC34A1	recessive	1.83	-0.475	ENSG00000131183
PTPRQ	Dom	0.696	0.999	ENSG00000139304
UNC119	Dom	1.33	0.928	ENSG00000109103
PNKP	Dom	1.21	-1.31	ENSG00000039650
APCDD1	Dom	0.681	0.482	ENSG00000154856
TNFRSF13C	Dom	1.27	0.645	ENSG00000159958
PIGA	Dom	0.296	2.17	ENSG00000165195
DAO	Dom	1.7	0.108	ENSG00000110887
DPP6	Dom	0.377	2.24	ENSG00000130226
FKBP10	Dom	0.85	0.713	ENSG00000141756
VIM	Dom	0.423	1.21	ENSG00000026025
AGRN	Dom	0.435	0.226	ENSG00000188157
HBG1	Dom	1.13	0.78	ENSG00000213934
HBG1	recessive	1.13	0.78	ENSG00000213934
HBG2	Dom	0.826	1.35	ENSG00000196565
HBG2	recessive	0.826	1.35	ENSG00000196565
KCNJ5	Dom	1.14	1.33	ENSG00000120457
MS4A1	Dom	1.27	0.143	ENSG00000156738
CD81	Dom	0.381	0.806	ENSG00000110651
SP7	Dom	0.558	0.501	ENSG00000170374
CD2AP	Dom	0.413	0.00215	ENSG00000198087
CD79B	Dom	0.384	1.31	ENSG00000007312
BLNK	Dom	0.391	1.5	ENSG00000095585
PDE6G	Dom	1.66	-0.0272	ENSG00000185527
IMPG2	Dom	0.72	-0.207	ENSG00000081148
PON1	Dom	1.29	0.725	ENSG00000005421
PON2	Dom	1.03	0.755	ENSG00000105854
PON3	Dom	1.26	-0.0462	ENSG00000105852
TBC1D24	Dom	1.12	0.757	ENSG00000162065
FAM161A	Dom	1.01	-0.495	ENSG00000170264
ZNF513	Dom	0.413	0.53	ENSG00000163795
KLF1	recessive	1.13	0.851	ENSG00000105610
CBX2	Dom	0.19	-0.262	ENSG00000173894
SLCO1B1	recessive	1.35	-0.897	ENSG00000134538
DISP1	recessive	0.596	0.93	ENSG00000154309
TJP2	Dom	0.635	0.567	ENSG00000119139
TJP2	recessive	0.635	0.567	ENSG00000119139
MBD5	Dom	0.136	0.856	ENSG00000204406
DMGDH	recessive	1.17	0.563	ENSG00000132837
SLC9A3R1	Dom	1.16	-0.472	ENSG00000109062
SLC24A1	Dom	0.569	1.8	ENSG00000074621
CDHR1	Dom	1.31	-0.697	ENSG00000148600
WDR11	Dom	0.532	1.8	ENSG00000120008
IL10RA	recessive	0.685	0.637	ENSG00000110324
CCDC39	Dom	0.754	0.363	ENSG00000145075
CCDC40	Dom	0.845	-0.181	ENSG00000141519
HDAC6	recessive	0.072	3.29	ENSG00000094631
GDF3	Dom	1.31	-0.116	ENSG00000184344
POLR1C	Dom	1.4	-1.44	ENSG00000171453
NDUFA2	recessive	0.609	-0.24	ENSG00000131495
PLCB1	Dom	0.296	3.83	ENSG00000182621
DHDDS	Dom	0.51	1.09	ENSG00000117682
ORC4	Dom	1.13	-0.203	ENSG00000115947
ORC6	Dom	1.39	-0.487	ENSG00000091651
CDT1	Dom	1.22	-1.9	ENSG00000167513
CDC6	Dom	1.01	0.606	ENSG00000094804
ORC1	Dom	0.881	0.236	ENSG00000085840
GLYCTK	recessive	1.6	-0.228	ENSG00000168237
HEPACAM	Dom	0.409	1.59	ENSG00000165478
PRSS56	Dom	0.698	1.05	ENSG00000237412
SERPINF1	Dom	1.21	-0.911	ENSG00000132386
TECR	recessive	0.529	1.78	ENSG00000099797
CEACAM16	Dom	1.03	0.524	ENSG00000213892
IL17RA	Dom	0.632	-0.795	ENSG00000177663
IL17F	Dom	1.18	-0.16	ENSG00000112116
PRPF6	Dom	0.441	4.85	ENSG00000101161
WRAP53	Dom	0.69	0.0202	ENSG00000141499
MRPS16	recessive	1.59	-0.55	ENSG00000182180
UPK3A	Dom	1.78	-0.411	ENSG00000100373
DNAL1	Dom	0.945	1.19	ENSG00000119661
AARS2	Dom	0.835	0.0725	ENSG00000124608
CEP57	Dom	0.481	-0.458	ENSG00000166037
MYO1E	Dom	0.442	0.169	ENSG00000157483
PRRX1	Dom	0.659	1.02	ENSG00000116132
FYCO1	Dom	0.911	0.174	ENSG00000163820
PTPRO	Dom	0.474	1.3	ENSG00000151490
DIABLO	Dom	1.31	-1.12	ENSG00000184047
DCXR	recessive	1.49	0.121	ENSG00000169738
MAK	Dom	1.21	0.4	ENSG00000111837
NBEAL2	Dom	0.32	2.39	ENSG00000160796
DOCK6	Dom	0.717	1.43	ENSG00000130158
MSTN	recessive	0.523	0.778	ENSG00000138379
CATSPER1	recessive	0.99	0.651	ENSG00000175294
MED23	recessive	0.501	4.73	ENSG00000112282
TUBB1	Dom	1.35	0.00274	ENSG00000101162
LCK	recessive	0.212	3.48	ENSG00000182866
CD320	recessive	1.18	0.244	ENSG00000167775
COQ6	recessive	1.33	0.618	ENSG00000119723
DDX11	Dom	0.961	-0.221	ENSG00000013573
GOSR2	recessive	1.35	-0.489	ENSG00000108433
UBQLN2	Dom	0.448	1.5	ENSG00000188021
IL36RN	Dom	1.9	-0.427	ENSG00000136695
AKT1	Dom	0.315	3.48	ENSG00000142208
HS6ST1	Dom	0.376	1.92	ENSG00000136720
BLVRA	Dom	0.922	0.346	ENSG00000106605
HBD	recessive	1.93	-1.01	ENSG00000223609
DLL1	Dom	0.095	1.82	ENSG00000198719
SYT14	recessive	0.342	1.33	ENSG00000143469
POLR3A	recessive	0.876	2.31	ENSG00000148606
ST3GAL3	Dom	0.621	1.5	ENSG00000126091
PSMC3IP	Dom	1.09	-0.433	ENSG00000131470
ARHGAP24	Dom	0.833	0.153	ENSG00000138639
ZC3H14	recessive	0.342	1.45	ENSG00000100722
RPL21	Dom	0.458	1.53	ENSG00000122026
RHD	recessive	0.951	-0.326	ENSG00000187010
CACNA1H	Dom	0.504	-2.36	ENSG00000196557
AGK	Dom	0.878	0.755	ENSG00000006530
CFHR1	recessive	1.53	-0.328	ENSG00000244414
TXNRD2	Dom	0.99	0.636	ENSG00000184470
TXNRD2	recessive	0.99	0.636	ENSG00000184470
PLA2G5	recessive	1.57	0.273	ENSG00000127472
BMP1	Dom	0.456	1.99	ENSG00000168487
RBP3	Dom	0.647	-0.42	ENSG00000107618
ACSF3	Dom	1.77	-1.3	ENSG00000176715
NDUFAF1	recessive	0.905	-0.442	ENSG00000137806
HDAC8	Dom	0.297	2.82	ENSG00000147099
SIGMAR1	recessive	0.736	1.46	ENSG00000147955
NDUFA9	recessive	0.64	0.0866	ENSG00000139180
DLX5	Dom	0.68	0.0387	ENSG00000105880
DLX5	recessive	0.68	0.0387	ENSG00000105880
ABCB6	Dom	0.977	-0.139	ENSG00000115657
COL4A2	Dom	0.585	2.19	ENSG00000134871
COX14	recessive	1.8	-0.0597	ENSG00000178449
DNASE1L3	Dom	1.12	-0.0255	ENSG00000163687
NDUFB9	recessive	1.04	0.000386	ENSG00000147684
AKR1C2	recessive	1.46	-0.873	ENSG00000151632
GPR179	Dom	0.819	0.835	ENSG00000188888
SLCO1B3	recessive	1.55	-1.16	ENSG00000111700
WIPF1	Dom	0.385	1.15	ENSG00000115935
KISS1	Dom	1.41	-0.0964	ENSG00000170498
RBBP8	recessive	0.749	-0.0206	ENSG00000101773
TMEM138	recessive	1.11	0.473	ENSG00000149483
CACNG2	Dom	0.376	2.09	ENSG00000166862
EPB41L1	Dom	0.343	1.94	ENSG00000088367
SH2B1	Dom	0.323	0.691	ENSG00000178188
MCM4	recessive	0.552	0.138	ENSG00000104738
SEMA3A	Dom	0.307	1.75	ENSG00000075213
DNAJB6	Dom	0.397	1.17	ENSG00000105993
DNAAF3	Dom	0.987	0.412	ENSG00000167646
KCNJ8	Dom	0.575	3.45	ENSG00000121361
ATOH7	Dom	1.66	0.305	ENSG00000179774
ATOH7	recessive	1.66	0.305	ENSG00000179774
UCP2	Dom	1.55	0.00251	ENSG00000175567
CHRM3	Dom	0.249	1.96	ENSG00000133019
ADAM17	recessive	0.28	2.45	ENSG00000151694
XRCC2	recessive	1.37	-0.127	ENSG00000196584
XRCC2	Dom	1.37	-0.127	ENSG00000196584
PIK3R5	recessive	0.391	2.86	ENSG00000141506
CACNA2D1	Dom	0.245	3.49	ENSG00000153956
IFT140	Dom	0.818	-0.811	ENSG00000187535
LRSAM1	Dom	0.754	0.407	ENSG00000148356
GRIP1	recessive	0.356	1.58	ENSG00000155974
CCDC103	Dom	1.36	0.0869	ENSG00000167131
PLCG2	Dom	0.281	0.815	ENSG00000197943
GATA5	Dom	0.629	1.07	ENSG00000130700
TRDN	Dom	1.02	-0.077	ENSG00000186439
GATAD1	Dom	0.653	1.41	ENSG00000157259
DIAPH3	Dom	0.743	0.257	ENSG00000139734
SORL1	Dom	0.436	2.03	ENSG00000137642
ELF4	recessive	0.644	1.17	ENSG00000102034
FAN1	Dom	1.12	-0.0474	ENSG00000198690
FAN1	recessive	1.12	-0.0474	ENSG00000198690
TENM3	Dom	0.264	3.3	ENSG00000218336
RBPJ	Dom	0.241	3.57	ENSG00000168214
NMNAT1	Dom	0.877	0.627	ENSG00000173614
FADD	recessive	1.28	0.837	ENSG00000168040
ATP2B3	recessive	0.222	2.75	ENSG00000067842
COL14A1	Dom	0.535	1.54	ENSG00000187955
ZNF423	recessive	0.187	2.49	ENSG00000102935
MMP14	recessive	0.267	1.48	ENSG00000157227
VAMP1	Dom	1.15	1.23	ENSG00000139190
TSPEAR	recessive	1.2	-0.952	ENSG00000175894
FARS2	recessive	1.15	0.682	ENSG00000145982
DACT1	Dom	0.467	-0.527	ENSG00000165617
IRF8	Dom	0.344	1.19	ENSG00000140968
HYDIN	Dom	0.505	0.81	ENSG00000157423
HOXC13	Dom	0.66	0.55	ENSG00000123364
MARS2	recessive	0.871	0.3	ENSG00000247626
CTC1	Dom	0.628	0.503	ENSG00000178971
SRP72	Dom	0.494	1.02	ENSG00000174780
DNAJB2	recessive	1.03	0.721	ENSG00000135924
B2M	recessive	0.709	0.812	ENSG00000166710
B2M	Dom	0.709	0.812	ENSG00000166710
STK4	recessive	0.524	1.47	ENSG00000101109
IKZF1	Dom	0.156	3.38	ENSG00000185811
ATRIP	recessive	0.637	1.05	ENSG00000164053
KRT71	Dom	0.946	-0.41	ENSG00000139648
CYP26C1	recessive	0.857	0.0585	ENSG00000187553
EPS8L3	Dom	0.914	0.0944	ENSG00000198758
ARHGEF10	Dom	0.976	-2.72	ENSG00000104728
CCDC88C	Dom	0.454	0.708	ENSG00000015133
DHTKD1	Dom	1.25	-0.116	ENSG00000181192
SLC5A7	Dom	0.562	2.81	ENSG00000115665
TMEM231	recessive	1.21	-0.411	ENSG00000205084
SLC52A1	Dom	1.51	0.0538	ENSG00000132517
LRIT3	Dom	1.42	0.314	ENSG00000183423
MEOX1	Dom	1.27	-0.261	ENSG00000005102
ZNF141	recessive	1.25	0.224	ENSG00000131127
NOL3	Dom	1.62	-0.129	ENSG00000140939
VPS37A	recessive	0.722	-0.885	ENSG00000155975
TRAF6	Dom	0.217	2.72	ENSG00000175104
EDA2R	recessive	1.34	-0.205	ENSG00000131080
SCN10A	Dom	1.01	-0.682	ENSG00000185313
PPM1K	recessive	1.06	1.29	ENSG00000163644
PHC1	recessive	0.243	1.92	ENSG00000111752
MIB1	Dom	1.97	3.21	ENSG00000101752
KLLN	Dom	1.89	-0.967	ENSG00000227268
ATP8A2	recessive	0.599	2.3	ENSG00000132932
PRDM8	recessive	0.428	0.0172	ENSG00000152784
CLIC2	recessive	1.09	1.27	ENSG00000155962
TIA1	Dom	0.441	2.07	ENSG00000116001
ALDH1A3	Dom	0.511	2.24	ENSG00000184254
SLC24A4	Dom	0.87	0.805	ENSG00000140090
UQCRC2	recessive	0.834	0.951	ENSG00000140740
MYPN	Dom	0.506	0.129	ENSG00000138347
SCN11A	Dom	0.828	0.964	ENSG00000168356
RTEL1	Dom	0.537	-1.15	ENSG00000258366
DRC1	Dom	1.04	-0.0468	ENSG00000157856
MUC1	Dom	0.679	-1.23	ENSG00000185499
TMEM38B	Dom	0.798	-0.0505	ENSG00000095209
DGKE	recessive	0.708	0.59	ENSG00000153933
HERC2	recessive	0.201	4.42	ENSG00000128731
CAPN5	Dom	0.782	0.534	ENSG00000149260
WDR45	Dom	0.21	2.02	ENSG00000196998
GFER	recessive	1.65	-0.195	ENSG00000127554
WNT1	Dom	0.603	1.06	ENSG00000125084
EOGT	Dom	0.985	-0.0882	ENSG00000163378
TBX6	Dom	0.688	0.535	ENSG00000149922
PRKCD	Dom	0.171	3.11	ENSG00000163932
TNFSF12	Dom	0.408	0.983	ENSG00000239697
CNTN2	Dom	0.437	2.59	ENSG00000184144
DNA2	Dom	0.927	0.736	ENSG00000138346
LAMA4	Dom	0.73	0.148	ENSG00000112769
CARD11	recessive	0.227	3.54	ENSG00000198286
CRYGB	Dom	1.82	-0.454	ENSG00000182187
KIAA1549	Dom	0.295	-0.0923	ENSG00000122778
SLC1A1	Dom	0.833	-1.33	ENSG00000106688
DNASE1	Dom	1.95	-2.55	ENSG00000213918
IL17RD	Dom	0.688	0.278	ENSG00000144730
FGF17	Dom	0.305	1.85	ENSG00000158815
DUSP6	Dom	0.261	1.22	ENSG00000139318
SPRY4	Dom	1.37	0.503	ENSG00000187678
FLRT3	Dom	0.52	1.86	ENSG00000125848
ARHGDIA	Dom	0.87	1.2	ENSG00000141522
NANOS1	Dom	1.22	1.2	ENSG00000188613
SLC18A2	recessive	0.511	1.25	ENSG00000165646
POLE	recessive	0.64	1.07	ENSG00000177084
RBP4	recessive	0.594	0.775	ENSG00000138207
SLC25A12	recessive	0.416	2.71	ENSG00000115840
